path,classification,current_path,area,decision,evidence,reason,inspection,baseline_sha256,current_sha256
app/api/shop/product-question/route.ts,DECISION NEEDED,app/api/shop/product-question/route.ts,Products/catalogue,D1,tests/account-entitlements.test.mjs; tests/ask-memory-integrity-p0.test.mjs; tests/catalog-compatibility-source.test.mjs; tests/intelligence-phase-2.test.mjs; tests/security-phase-s1.test.mjs; tests/security-phase-s2b.test.mjs,"Products UI is coming-soon, while backend/search/filtering remains. Preserve pending explicit launch-scope decision.",structural/content reference scan; retained conservatively,58dbb25291d57fc3f8b078daa3a81d2a70c7f0671b8f46a54af7e299ea5c124a,58dbb25291d57fc3f8b078daa3a81d2a70c7f0671b8f46a54af7e299ea5c124a
app/api/vet-briefs/[id]/pdf/route.ts,KEEP,app/api/vet-briefs/[id]/pdf/route.ts,Vet Brief,,tests/entitlement-boundary-p0.test.mjs; tests/security-phase-s1.test.mjs; app/vet-brief/page.tsx,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,c79786d4119553f3c028495bc3f42543bd275a6e59c5973e52938e6c030a59ac,c79786d4119553f3c028495bc3f42543bd275a6e59c5973e52938e6c030a59ac
app/api/vet-briefs/[id]/route.ts,KEEP,app/api/vet-briefs/[id]/route.ts,Vet Brief,,tests/entitlement-boundary-p0.test.mjs; tests/intelligence-phase-2.test.mjs; tests/security-phase-s1.test.mjs; tests/vet-visit-brief.test.mjs; app/api/vet-briefs/draft/route.ts; app/vet-brief/page.tsx,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,e1c0aeefab01c428f2b198972cfd5cf9741c6e618fa5fcb450e2f7ce17043bf5,e1c0aeefab01c428f2b198972cfd5cf9741c6e618fa5fcb450e2f7ce17043bf5
app/api/vet-briefs/draft/route.ts,KEEP,app/api/vet-briefs/draft/route.ts,Vet Brief,,tests/entitlement-boundary-p0.test.mjs; tests/intelligence-phase-2.test.mjs; tests/security-phase-s1.test.mjs; tests/security-phase-s2b.test.mjs; tests/security-phase-s2c.test.mjs; tests/security-phase-s2d.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,4fb069ee364bf1b2734925a135c0fb294e9fc79c95880531a872de17593d920d,4fb069ee364bf1b2734925a135c0fb294e9fc79c95880531a872de17593d920d
app/api/vet-briefs/route.ts,KEEP,app/api/vet-briefs/route.ts,Vet Brief,,tests/ask-memory-integrity-p0.test.mjs; tests/entitlement-boundary-p0.test.mjs; tests/intelligence-phase-2.test.mjs; tests/launch-account-memory-product-consistency.test.mjs; tests/security-phase-s1.test.mjs; tests/security-phase-s2b.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,747964b6d609ec4b63654888d59229867114d68f8f966bad3d2d89939744e203,747964b6d609ec4b63654888d59229867114d68f8f966bad3d2d89939744e203
app/ask/layout.tsx,KEEP,app/ask/layout.tsx,Ask/intelligence/actions,,tests/security-phase-s2a.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,32d9be71ad9fb6ef9baca26ef9624a2584698ab12e59bfb0b9c7863fe3419a8b,32d9be71ad9fb6ef9baca26ef9624a2584698ab12e59bfb0b9c7863fe3419a8b
app/ask/page.tsx,KEEP,app/ask/page.tsx,Ask/intelligence/actions,,tests/ai-credit-security-regression.test.mjs; tests/app-page-container-consistency.test.mjs; tests/application-depth-continuity.test.mjs; tests/ask-answer-economy-v1-1.test.mjs; tests/ask-answer-economy-v1.test.mjs; tests/ask-care-chronology.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,4d8a77975779ec2f6c4c2db88a7a6f224de63c1b1acf9f3bc715ed9cbb4c8302,4d8a77975779ec2f6c4c2db88a7a6f224de63c1b1acf9f3bc715ed9cbb4c8302
app/auth/callback/route.ts,KEEP,app/auth/callback/route.ts,Identity/security/data access,,tests/auth-account-routing-hotfix.test.mjs; tests/auth-simplicity-v2.test.mjs; tests/google-auth.test.mjs; tests/password-recovery-completion-journey.test.mjs; tests/password-recovery-hardening.test.mjs; tests/password-recovery-prefetch.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,3eb83a0c214391bccfb054313c033cb29c09ab1e94b256c7637e4f7a2055a2c5,3eb83a0c214391bccfb054313c033cb29c09ab1e94b256c7637e4f7a2055a2c5
app/care-log/layout.tsx,KEEP,app/care-log/layout.tsx,Care history/memory,,tests/security-phase-s2a.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,67ef04219d665c45ba8f808ebfc80ccf5ff0b6e658188a945a65d23c7734c561,67ef04219d665c45ba8f808ebfc80ccf5ff0b6e658188a945a65d23c7734c561
app/care-log/page.tsx,KEEP,app/care-log/page.tsx,Care history/memory,,tests/mobile-bottom-navigation.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,2ccaa47fce3ba3dc87c67424875b24ed9d14bc971f96ab4cd00dd20152f19e03,2ccaa47fce3ba3dc87c67424875b24ed9d14bc971f96ab4cd00dd20152f19e03
app/catalog/layout.tsx,DECISION NEEDED,app/catalog/layout.tsx,Products/catalogue,D4,framework discovery,Framework-discovered public catalogue validation destination; confirm intended lifetime before removal.,structural/content reference scan; retained conservatively,1c19eaf2b39ae8da0f13c87486290374f059f058ed5683b72c1f623d9aea40af,1c19eaf2b39ae8da0f13c87486290374f059f058ed5683b72c1f623d9aea40af
app/catalog/test-grooming-brush/page.tsx,DECISION NEEDED,app/catalog/test-grooming-brush/page.tsx,Products/catalogue,D4,framework discovery,Framework-discovered public catalogue validation destination; confirm intended lifetime before removal.,structural/content reference scan; retained conservatively,deb6c8f52ce09076715e481ebca9865e4d74a5c563660d64df06211ce722a714,deb6c8f52ce09076715e481ebca9865e4d74a5c563660d64df06211ce722a714
app/components/account-access.tsx,KEEP,app/components/account-access.tsx,Account settings,,app/forgot-password/page.tsx; app/forgot-password/password-email-form.tsx; app/login/page.tsx; app/reset-password/confirm/page.tsx; app/settings/data-privacy/page.tsx; app/settings/security/page.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8eabb429795e6562c652f570d163b31e64f8033769f750985be991c24aaf1a89,8eabb429795e6562c652f570d163b31e64f8033769f750985be991c24aaf1a89
app/components/account-settings-shell.tsx,KEEP,app/components/account-settings-shell.tsx,Account settings,,app/account/page.tsx; app/settings/data-privacy/page.tsx; app/settings/security/page.tsx; tests/account-country-ui.test.mjs; tests/account-security-password-change.test.mjs; tests/account-system-final-v1.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,394edabd7d7234dff6b2f4376d33338d2c15f5371a0e4d643173d15f5c91ba2a,394edabd7d7234dff6b2f4376d33338d2c15f5371a0e4d643173d15f5c91ba2a
app/components/account-utility.tsx,KEEP,app/components/account-utility.tsx,Account settings,,app/components/app-header.tsx; app/components/homepage-client.tsx; tests/account-system-final-v1.test.mjs; tests/ask-reliability-signout.test.mjs; tests/brand-auth-product-integrity.test.mjs; tests/final-global-ui-polish.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,b8cb6c07935aad82157ca65c7695743e41d6783e1eeb017055be387e349683c9,b8cb6c07935aad82157ca65c7695743e41d6783e1eeb017055be387e349683c9
app/components/action-visual-audit.tsx,KEEP,app/components/action-visual-audit.tsx,Shared UI/framework/configuration,,app/layout.tsx; tests/step-2-1a-action-visibility-audit.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,2c832f467a401611786006729a3b0ad737419386baa9b6e6195c573b6ec0524e,2c832f467a401611786006729a3b0ad737419386baa9b6e6195c573b6ec0524e
app/components/app-footer.tsx,REMOVE,,Shared UI/framework/configuration,,tests/account-country-ui.test.mjs; tests/brand-color-system.test.mjs; tests/step-2-3-shared-shell.test.mjs,No mounted AppFooter; only stale source assertions. MarketingFooter and legal shell implement live footers.,source-reviewed removal/consolidation,2aefee787404d805fe73c57bebea64e095c9d1c3b87c9bfe23890baa99ddc84b,
app/components/app-header.tsx,KEEP,app/components/app-header.tsx,Shared UI/framework/configuration,,app/components/signed-in-header.tsx; tests/account-system-final-v1.test.mjs; tests/app-page-container-consistency.test.mjs; tests/application-depth-continuity.test.mjs; tests/ask-inflight-navigation.test.mjs; tests/ask-mobile-nav-compact.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,2cddb4eea23554be5a29ff062f32bfdad081292d051d0a32bd77906c189fd5d4,2cddb4eea23554be5a29ff062f32bfdad081292d051d0a32bd77906c189fd5d4
app/components/app-page.tsx,KEEP,app/components/app-page.tsx,Shared UI/framework/configuration,,app/ask/page.tsx; app/components/account-settings-shell.tsx; app/components/care-log-workspace.tsx; app/components/history-archive.tsx; app/components/pet-limit-screen.tsx; app/dogs/[id]/edit/page.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,562f97c2239a3a7d42c11e3bc16db00cae98bc9e9c5355124c21cee9464098dc,562f97c2239a3a7d42c11e3bc16db00cae98bc9e9c5355124c21cee9464098dc
app/components/ask-answer-text.tsx,KEEP,app/components/ask-answer-text.tsx,Ask/intelligence/actions,,app/ask/page.tsx; tests/ask-code-rendering.test.mjs; tests/fixtures/ask-conversation-browser.js; tests/fixtures/ask-presentation-browser.js,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,be38e5ee02f42ace060fffd0ec2f4289e8193eab6167d1447fdb6402c782ce93,be38e5ee02f42ace060fffd0ec2f4289e8193eab6167d1447fdb6402c782ce93
app/components/ask-usage-notice.tsx,KEEP,app/components/ask-usage-notice.tsx,Ask/intelligence/actions,,app/ask/page.tsx; tests/ask-usage-experience.test.mjs; tests/furvise-intelligence-engine.test.mjs; tests/membership-page.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,cd981731ed284c6f4536faf420db96b97916dcb77b83648574b7603d282c7a98,cd981731ed284c6f4536faf420db96b97916dcb77b83648574b7603d282c7a98
app/components/authenticated-app-chrome.tsx,KEEP,app/components/authenticated-app-chrome.tsx,Identity/security/data access,,app/layout.tsx; tests/mobile-bottom-navigation.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,1f14c0d7ed2540165bbcfc649b269baa29c752840b15699651f1e79d7cf84e9a,1f14c0d7ed2540165bbcfc649b269baa29c752840b15699651f1e79d7cf84e9a
app/components/back-button.tsx,REMOVE,,Shared UI/framework/configuration,,full tracked-file AST/reference scan; inspect class/function and dispatch evidence in README,BackButton has no caller; not a framework entry. Current navigation uses mounted header/account controls.,source-reviewed removal/consolidation,cff7a6bde53d201c8655bbb2a751d40506e3f2c6f9c44bc29ac994bf411e5b9c,
app/components/brand-mark.tsx,KEEP,app/components/brand-mark.tsx,Shared UI/framework/configuration,,app/ask/page.tsx; app/components/account-access.tsx; app/components/app-footer.tsx; app/onboarding/onboarding-surface.tsx; tests/brand-auth-product-integrity.test.mjs; tests/brand-color-system.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,ee744276b191cd34a241abd9e66bf49c2c432f88e1bbad216e441d2cf6c9f2cd,ee744276b191cd34a241abd9e66bf49c2c432f88e1bbad216e441d2cf6c9f2cd
app/components/care-entry-form.tsx,KEEP,app/components/care-entry-form.tsx,Care history/memory,,app/components/care-log-workspace.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,333ab6cd69519b9d172bab9d8f80365bca7c593528cbcd29cfbd4a894417ca61,333ab6cd69519b9d172bab9d8f80365bca7c593528cbcd29cfbd4a894417ca61
app/components/care-entry-metadata.tsx,KEEP,app/components/care-entry-metadata.tsx,Care history/memory,,app/components/care-timeline.tsx,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,f3f0c16dd12eb861b8cdf65723ac8d5746a57432276431daed025fbb8d75eec0,f3f0c16dd12eb861b8cdf65723ac8d5746a57432276431daed025fbb8d75eec0
app/components/care-log-workspace.tsx,KEEP,app/components/care-log-workspace.tsx,Care history/memory,,app/dogs/[id]/care/page.tsx; tests/app-page-container-consistency.test.mjs; tests/application-depth-continuity.test.mjs; tests/auth-routing.test.mjs; tests/brand-auth-product-integrity.test.mjs; tests/final-visible-finishing.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,46964ee3c40b0f03f33f9c3c36ecb6e1a9a8bcff98b344b4438d8f766c582bff,46964ee3c40b0f03f33f9c3c36ecb6e1a9a8bcff98b344b4438d8f766c582bff
app/components/care-timeline.tsx,KEEP,app/components/care-timeline.tsx,Care history/memory,,app/components/care-log-workspace.tsx; tests/ask-care-chronology.test.mjs; tests/ask-maple-consistency.test.mjs; tests/information-architecture-simplification.test.mjs; tests/pet-limit-onboarding-ux.test.mjs; tests/pet-profile-history-ux.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,e2d4c15637536f739a6b06ffe61c70b37e7723ecc16c50046e601c9e07c346d4,e2d4c15637536f739a6b06ffe61c70b37e7723ecc16c50046e601c9e07c346d4
app/components/history-archive.tsx,KEEP,app/components/history-archive.tsx,Care history/memory,,app/history/page.tsx; tests/final-global-ui-polish.test.mjs; tests/history-v1-archive.test.mjs; tests/pet-history-delete-controls.test.mjs; tests/step-2-3-shared-shell.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,cf11f9ea5759e294391ed2985d1274c542afcc06ef013b4cef961b9b68d2f046,cf11f9ea5759e294391ed2985d1274c542afcc06ef013b4cef961b9b68d2f046
app/components/homepage-client.tsx,KEEP,app/components/homepage-client.tsx,Shared UI/framework/configuration,,app/page.tsx; tests/account-system-final-v1.test.mjs; tests/application-depth-continuity.test.mjs; tests/auth-routing.test.mjs; tests/brand-auth-product-integrity.test.mjs; tests/final-visible-finishing.test.mjs,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,ddb3c455ac2e792a35a667346c7a026d7d80e2f639b40cac08eed1ae6b58f0e2,ddb3c455ac2e792a35a667346c7a026d7d80e2f639b40cac08eed1ae6b58f0e2
